,E,murho,muenrho,element,elnum
28,0.03,9.904,8.875,Ba,56
29,0.0374406,5.498,4.768,Ba,56
30,0.0374406,29.19,9.346,Ba,56
31,0.04,24.57,8.842,Ba,56
32,0.05,13.79,6.534,Ba,56
33,0.06,8.511,4.66,Ba,56
34,0.08,3.963,2.501,Ba,56
35,0.1,2.196,1.47,Ba,56
36,0.15,0.7828,0.5309,Ba,56
37,0.2,0.4046,0.2583,Ba,56
38,0.3,0.1891,0.1028,Ba,56
39,0.4,0.1265,0.06125,Ba,56
40,0.5,0.09923,0.04521,Ba,56
41,0.6,0.0841,0.03743,Ba,56
42,0.8,0.06744,0.03011,Ba,56
43,1.0,0.05803,0.02657,Ba,56
44,1.25,0.05058,0.02388,Ba,56
45,1.5,0.04592,0.02224,Ba,56
46,2.0,0.04078,0.02069,Ba,56
47,3.0,0.03692,0.02044,Ba,56
48,4.0,0.03598,0.02135,Ba,56
49,5.0,0.03612,0.0225,Ba,56
50,6.0,0.03669,0.02363,Ba,56
51,8.0,0.03844,0.02566,Ba,56
52,10.0,0.04042,0.02731,Ba,56
53,15.0,0.04518,0.03003,Ba,56
54,20.0,0.04902,0.03126,Ba,56
0,0.001,9087.0,9061.0,La,57
1,0.00105991,7988.0,7965.0,La,57
2,0.0011234,7000.0,6979.0,La,57
3,0.0011234,8025.0,8001.0,La,57
4,0.0011632,7447.0,7425.0,La,57
5,0.0012044,6911.0,6890.0,La,57
6,0.0012044,7321.0,7298.0,La,57
7,0.00128045,6440.0,6419.0,La,57
8,0.0013613,5652.0,5634.0,La,57
9,0.0013613,5905.0,5886.0,La,57
10,0.0015,4772.0,4755.0,La,57
11,0.002,2464.0,2453.0,La,57
12,0.003,926.7,919.0,La,57
13,0.004,453.1,446.8,La,57
14,0.005,257.8,252.4,La,57
15,0.0054827,203.9,198.8,La,57
16,0.0054827,576.4,535.6,La,57
17,0.00568299,530.2,493.5,La,57
18,0.0058906,484.6,451.7,La,57
19,0.0058906,654.5,602.3,La,57
20,0.006,631.9,581.9,La,57
21,0.0062663,565.4,522.1,La,57
22,0.0062663,651.8,600.3,La,57
23,0.008,352.9,329.0,La,57
24,0.01,196.7,184.7,La,57
25,0.015,67.31,63.21,La,57
26,0.02,31.19,28.97,La,57
27,0.03,10.52,9.444,La,57
28,0.0389246,5.271,4.554,La,57
29,0.0389246,27.72,8.785,La,57
30,0.04,25.79,8.608,La,57
31,0.05,14.47,6.56,La,57
32,0.06,8.962,4.756,La,57
33,0.08,4.177,2.587,La,57
34,0.1,2.315,1.532,La,57
35,0.15,0.8239,0.5576,La,57
36,0.2,0.4239,0.2718,La,57
37,0.3,0.1961,0.1079,La,57
38,0.4,0.1301,0.06382,La,57
39,0.5,0.1015,0.04677,La,57
40,0.6,0.0857,0.03849,La,57
41,0.8,0.06843,0.03073,La,57
42,1.0,0.05876,0.027,La,57
43,1.25,0.0511,0.02418,La,57
44,1.5,0.0464,0.02249,La,57
45,2.0,0.04122,0.0209,La,57
46,3.0,0.03737,0.02068,La,57
47,4.0,0.03646,0.02161,La,57
48,5.0,0.03664,0.0228,La,57
49,6.0,0.03726,0.02395,La,57
50,8.0,0.03907,0.02602,La,57
51,10.0,0.04113,0.02769,La,57
52,15.0,0.04603,0.03043,La,57
53,20.0,0.04996,0.03163,La,57
0,0.001,9711.0,9679.0,Ce,58
1,0.00108876,7991.0,7964.0,Ce,58
2,0.0011854,6563.0,6541.0,Ce,58
3,0.0011854,7545.0,7519.0,Ce,58
4,0.00122832,6984.0,6960.0,Ce,58
5,0.0012728,6465.0,6442.0,Ce,58
6,0.0012728,6853.0,6829.0,Ce,58
7,0.00135222,6031.0,6010.0,Ce,58
8,0.0014366,5293.0,5273.0,Ce,58
9,0.0014366,5532.0,5512.0,Ce,58
10,0.0015,5033.0,5015.0,Ce,58
11,0.002,2607.0,2595.0,Ce,58
12,0.003,985.7,977.6,Ce,58
13,0.004,481.1,474.5,Ce,58
14,0.005,274.0,268.4,Ce,58
15,0.0057234,194.3,189.2,Ce,58
16,0.0057234,545.4,504.6,Ce,58
17,0.006,490.8,455.0,Ce,58
18,0.0061642,455.4,422.8,Ce,58
19,0.0061642,618.8,566.5,Ce,58
20,0.00635359,575.6,527.8,Ce,58
21,0.0065488,533.2,489.9,Ce,58
22,0.0065488,614.9,563.3,Ce,58
23,0.008,373.2,345.8,Ce,58
24,0.01,208.2,194.5,Ce,58
25,0.015,71.43,66.9,Ce,58
26,0.02,33.12,30.73,Ce,58
27,0.03,11.19,10.05,Ce,58
28,0.04,5.215,4.496,Ce,58
29,0.040443,5.066,4.359,Ce,58
30,0.040443,26.35,8.272,Ce,58
31,0.05,15.2,6.569,Ce,58
32,0.06,9.447,4.847,Ce,58
33,0.08,4.409,2.677,Ce,58
34,0.1,2.445,1.597,Ce,58
35,0.15,0.8687,0.5862,Ce,58
36,0.2,0.4452,0.2865,Ce,58
37,0.3,0.2039,0.1134,Ce,58
38,0.4,0.1342,0.06664,Ce,58
39,0.5,0.1041,0.04851,Ce,58
40,0.6,0.08757,0.0397,Ce,58
41,0.8,0.06962,0.03145,Ce,58
42,1.0,0.05961,0.0275,Ce,58
43,1.25,0.05181,0.02456,Ce,58
44,1.5,0.04701,0.02281,Ce,58
45,2.0,0.04177,0.02118,Ce,58
46,3.0,0.03792,0.02096,Ce,58
47,4.0,0.03705,0.02194,Ce,58
48,5.0,0.03727,0.02316,Ce,58
49,6.0,0.03792,0.02434,Ce,58
50,8.0,0.03981,0.02645,Ce,58
51,10.0,0.04194,0.02816,Ce,58
52,15.0,0.04699,0.03094,Ce,58
53,20.0,0.05103,0.03216,Ce,58
0,0.001,10580.0,10540.0,Pr,59
1,0.00111454,8122.0,8091.0,Pr,59
2,0.0012422,6278.0,6254.0,Pr,59
3,0.0012422,7224.0,7196.0,Pr,59
4,0.00128892,6661.0,6635.0,Pr,59
5,0.0013374,6142.0,6118.0,Pr,59
6,0.0013374,6513.0,6487.0,Pr,59
7,0.0015,5090.0,5069.0,Pr,59
8,0.001511,5006.0,4986.0,Pr,59
9,0.001511,5235.0,5214.0,Pr,59
10,0.002,2768.0,2755.0,Pr,59
11,0.003,1047.0,1038.0,Pr,59
12,0.004,513.1,506.1,Pr,59
13,0.005,292.4,286.5,Pr,59
14,0.0059643,186.8,181.6,Pr,59
15,0.0059643,521.4,480.2,Pr,59
16,0.006,514.5,473.9,Pr,59
17,0.0064404,431.0,398.4,Pr,59
18,0.0064404,585.7,533.3,Pr,59
19,0.00663467,545.5,497.6,Pr,59
20,0.0068348,506.0,462.5,Pr,59
21,0.0068348,583.6,531.7,Pr,59
22,0.008,395.0,363.4,Pr,59
23,0.01,220.9,205.2,Pr,59
24,0.015,75.97,70.94,Pr,59
25,0.02,35.26,32.67,Pr,59
26,0.03,11.92,10.72,Pr,59
27,0.04,5.557,4.803,Pr,59
28,0.0419906,4.892,4.192,Pr,59
29,0.0419906,25.18,7.833,Pr,59
30,0.05,15.99,6.567,Pr,59
31,0.06,9.977,4.942,Pr,59
32,0.08,4.664,2.773,Pr,59
33,0.1,2.588,1.667,Pr,59
34,0.15,0.918,0.6172,Pr,59
35,0.2,0.4687,0.3025,Pr,59
36,0.3,0.2126,0.1195,Pr,59
37,0.4,0.1389,0.0698,Pr,59
38,0.5,0.1071,0.05047,Pr,59
39,0.6,0.08976,0.04107,Pr,59
40,0.8,0.07105,0.03229,Pr,59
41,1.0,0.0607,0.02811,Pr,59
42,1.25,0.05268,0.02503,Pr,59
43,1.5,0.04779,0.0232,Pr,59
44,2.0,0.04244,0.02152,Pr,59
45,3.0,0.03858,0.02131,Pr,59
46,4.0,0.03774,0.02233,Pr,59
47,5.0,0.038,0.02359,Pr,59
48,6.0,0.0387,0.02481,Pr,59
49,8.0,0.04067,0.02697,Pr,59
50,10.0,0.04288,0.02872,Pr,59
51,15.0,0.04809,0.03155,Pr,59
52,20.0,0.05226,0.03277,Pr,59
0,0.001,6627.0,6598.0,Nd,60
1,0.0010025,6806.0,6776.0,Nd,60
2,0.001005,6949.0,6918.0,Nd,60
3,0.001005,8554.0,8516.0,Nd,60
4,0.00114188,7579.0,7547.0,Nd,60
5,0.0012974,5933.0,5908.0,Nd,60
6,0.0012974,6833.0,6803.0,Nd,60
7,0.00134907,6264.0,6236.0,Nd,60
8,0.0014028,5744.0,5719.0,Nd,60
9,0.0014028,6093.0,6066.0,Nd,60
10,0.0015,5273.0,5250.0,Nd,60
11,0.0015753,4738.0,4717.0,Nd,60
12,0.0015753,4951.0,4929.0,Nd,60
13,0.002,2878.0,2864.0,Nd,60
14,0.003,1093.0,1084.0,Nd,60
15,0.004,536.6,529.4,Nd,60
16,0.005,306.1,300.0,Nd,60
17,0.006,192.7,187.4,Nd,60
18,0.0062079,176.7,171.5,Nd,60
19,0.0062079,489.2,448.4,Nd,60
20,0.0064596,448.7,407.9,Nd,60
21,0.0067215,401.3,369.4,Nd,60
22,0.0067215,545.6,493.9,Nd,60
23,0.0069208,513.5,461.4,Nd,60
24,0.007126,472.3,429.3,Nd,60
25,0.007126,544.8,493.6,Nd,60
26,0.008,409.4,373.9,Nd,60
27,0.01,230.0,212.5,Nd,60
28,0.015,79.25,73.76,Nd,60
29,0.02,36.84,34.07,Nd,60
30,0.03,12.47,11.21,Nd,60
31,0.04,5.809,5.033,Nd,60
32,0.0435689,4.642,3.962,Nd,60
33,0.0435689,23.66,7.296,Nd,60
34,0.05,16.5,6.418,Nd,60
35,0.06,10.33,4.928,Nd,60
36,0.08,4.839,2.815,Nd,60
37,0.1,2.687,1.706,Nd,60
38,0.15,0.9522,0.6376,Nd,60
39,0.2,0.4844,0.3133,Nd,60
40,0.3,0.2178,0.1236,Nd,60
41,0.4,0.1412,0.07177,Nd,60
42,0.5,0.1083,0.05157,Nd,60
43,0.6,0.0904,0.04174,Nd,60
44,0.8,0.07127,0.03258,Nd,60
45,1.0,0.06072,0.02823,Nd,60
46,1.25,0.05262,0.02505,Nd,60
47,1.5,0.04769,0.02318,Nd,60
48,2.0,0.04236,0.02148,Nd,60
49,3.0,0.03856,0.02129,Nd,60
50,4.0,0.03776,0.02233,Nd,60
51,5.0,0.03806,0.0236,Nd,60
52,6.0,0.03879,0.02483,Nd,60
53,8.0,0.04081,0.02701,Nd,60
54,10.0,0.04304,0.02876,Nd,60
55,15.0,0.04832,0.03159,Nd,60
56,20.0,0.05257,0.03283,Nd,60
0,0.001,2056.0,2046.0,Pm,61
1,0.00101336,2007.0,1997.0,Pm,61
2,0.0010269,1959.0,1949.0,Pm,61
3,0.0010269,2729.0,2715.0,Pm,61
4,0.00103913,3894.0,3874.0,Pm,61
5,0.0010515,5830.0,5801.0,Pm,61
6,0.0010515,7242.0,7205.0,Pm,61
7,0.00119448,7232.0,7196.0,Pm,61
8,0.0013569,5687.0,5660.0,Pm,61
9,0.0013569,6555.0,6524.0,Pm,61
10,0.00141299,5985.0,5956.0,Pm,61
11,0.0014714,5466.0,5439.0,Pm,61
12,0.0014714,5799.0,5770.0,Pm,61
13,0.0015,5553.0,5526.0,Pm,61
14,0.001653,4497.0,4474.0,Pm,61
15,0.001653,4699.0,4676.0,Pm,61
16,0.002,3048.0,3031.0,Pm,61
17,0.003,1162.0,1152.0,Pm,61
18,0.004,570.9,563.3,Pm,61
19,0.005,326.0,319.6,Pm,61
20,0.006,205.3,199.8,Pm,61
21,0.0064593,170.2,164.9,Pm,61
22,0.0064593,467.8,426.7,Pm,61
23,0.00673036,422.6,386.4,Pm,61
24,0.0070128,380.5,348.7,Pm,61
25,0.0070128,517.4,465.7,Pm,61
26,0.00721737,488.4,435.9,Pm,61
27,0.0074279,449.4,406.2,Pm,61
28,0.0074279,518.4,466.9,Pm,61
29,0.008,431.4,390.8,Pm,61
30,0.01,244.0,224.0,Pm,61
31,0.015,84.11,77.99,Pm,61
32,0.02,39.16,36.14,Pm,61
33,0.03,13.27,11.93,Pm,61
34,0.04,6.181,5.366,Pm,61
35,0.045184,4.491,3.816,Pm,61
36,0.045184,22.65,6.93,Pm,61
37,0.05,17.35,6.363,Pm,61
38,0.06,10.87,4.989,Pm,61
39,0.08,5.107,2.904,Pm,61
40,0.1,2.84,1.776,Pm,61
41,0.15,1.005,0.6699,Pm,61
42,0.2,0.5098,0.3302,Pm,61
43,0.3,0.2273,0.1301,Pm,61
44,0.4,0.1462,0.07517,Pm,61
45,0.5,0.1115,0.05369,Pm,61
46,0.6,0.09276,0.04323,Pm,61
47,0.8,0.0728,0.03349,Pm,61
48,1.0,0.06188,0.02889,Pm,61
49,1.25,0.0535,0.02553,Pm,61
50,1.5,0.04849,0.0236,Pm,61
51,2.0,0.04308,0.02184,Pm,61
52,3.0,0.03925,0.02166,Pm,61
53,4.0,0.03849,0.02273,Pm,61
54,5.0,0.03882,0.02405,Pm,61
55,6.0,0.03959,0.02532,Pm,61
56,8.0,0.04169,0.02754,Pm,61
57,10.0,0.04401,0.02933,Pm,61
58,15.0,0.04946,0.03222,Pm,61
59,20.0,0.0538,0.03344,Pm,61
0,0.001,2107.0,2097.0,Sm,62
1,0.00103933,1963.0,1953.0,Sm,62
2,0.0010802,1827.0,1817.0,Sm,62
3,0.0010802,2635.0,2620.0,Sm,62
4,0.00109302,3837.0,3816.0,Sm,62
5,0.001106,5613.0,5582.0,Sm,62
6,0.001106,6852.0,6814.0,Sm,62
7,0.00125312,6641.0,6605.0,Sm,62
8,0.0014198,5262.0,5234.0,Sm,62
9,0.0014198,6072.0,6039.0,Sm,62
10,0.0015,5358.0,5329.0,Sm,62
11,0.0015407,5046.0,5018.0,Sm,62
12,0.0015407,5355.0,5325.0,Sm,62
13,0.00162921,4740.0,4714.0,Sm,62
14,0.0017228,4189.0,4165.0,Sm,62
15,0.0017228,4376.0,4352.0,Sm,62
16,0.002,3120.0,3102.0,Sm,62
17,0.003,1193.0,1183.0,Sm,62
18,0.004,587.3,579.5,Sm,62
19,0.005,335.6,329.1,Sm,62
20,0.006,211.5,205.9,Sm,62
21,0.0067162,158.7,153.6,Sm,62
22,0.0067162,433.4,393.3,Sm,62
23,0.00700767,389.8,354.7,Sm,62
24,0.0073118,349.6,318.9,Sm,62
25,0.0073118,475.6,425.5,Sm,62
26,0.0075213,450.1,398.8,Sm,62
27,0.0077368,414.1,372.1,Sm,62
28,0.0077368,477.7,427.6,Sm,62
29,0.008,440.1,395.1,Sm,62
30,0.01,249.9,227.8,Sm,62
31,0.015,86.33,79.72,Sm,62
32,0.02,40.25,37.06,Sm,62
33,0.03,13.65,12.27,Sm,62
34,0.04,6.362,5.532,Sm,62
35,0.0468342,4.208,3.562,Sm,62
36,0.0468342,21.0,6.378,Sm,62
37,0.05,17.74,6.094,Sm,62
38,0.06,11.07,4.872,Sm,62
39,0.08,5.212,2.893,Sm,62
40,0.1,2.901,1.786,Sm,62
41,0.15,1.027,0.6806,Sm,62
42,0.2,0.5192,0.3366,Sm,62
43,0.3,0.2296,0.1326,Sm,62
44,0.4,0.1466,0.0762,Sm,62
45,0.5,0.1112,0.05411,Sm,62
46,0.6,0.09218,0.04334,Sm,62
47,0.8,0.07201,0.03333,Sm,62
48,1.0,0.06106,0.02862,Sm,62
49,1.25,0.05271,0.02522,Sm,62
50,1.5,0.04773,0.02325,Sm,62
51,2.0,0.0424,0.0215,Sm,62
52,3.0,0.03868,0.02133,Sm,62
53,4.0,0.03797,0.02241,Sm,62
54,5.0,0.03833,0.02372,Sm,62
55,6.0,0.03912,0.02498,Sm,62
56,8.0,0.04124,0.02719,Sm,62
57,10.0,0.04355,0.02896,Sm,62
58,15.0,0.04899,0.0318,Sm,62
59,20.0,0.05335,0.03302,Sm,62
0,0.001,2216.0,2206.0,Eu,63
1,0.00106344,1978.0,1968.0,Eu,63
2,0.0011309,1763.0,1753.0,Eu,63
3,0.0011309,2443.0,2428.0,Eu,63
4,0.00114565,3617.0,3595.0,Eu,63
5,0.0011606,5416.0,5382.0,Eu,63
6,0.0011606,6540.0,6498.0,Eu,63
7,0.00131087,6291.0,6253.0,Eu,63
8,0.0014806,5031.0,5001.0,Eu,63
9,0.0014806,5810.0,5774.0,Eu,63
10,0.0015,5624.0,5590.0,Eu,63
11,0.0016139,4771.0,4742.0,Eu,63
12,0.0016139,5064.0,5034.0,Eu,63
13,0.00170441,4492.0,4465.0,Eu,63
14,0.0018,3980.0,3955.0,Eu,63
15,0.0018,4158.0,4132.0,Eu,63
16,0.002,3278.0,3258.0,Eu,63
17,0.003,1256.0,1245.0,Eu,63
18,0.004,619.3,611.1,Eu,63
19,0.005,354.2,347.4,Eu,63
20,0.006,223.4,217.5,Eu,63
21,0.0069769,152.2,147.1,Eu,63
22,0.0069769,412.7,372.5,Eu,63
23,0.00728997,369.6,334.6,Eu,63
24,0.0076171,330.2,299.8,Eu,63
25,0.0076171,449.2,399.3,Eu,63
26,0.008,398.9,356.0,Eu,63
27,0.008052,392.1,350.2,Eu,63
28,0.008052,452.4,402.4,Eu,63
29,0.01,262.9,237.8,Eu,63
30,0.015,90.87,83.52,Eu,63
31,0.02,42.42,38.95,Eu,63
32,0.03,14.41,12.95,Eu,63
33,0.04,6.716,5.848,Eu,63
34,0.048519,4.051,3.414,Eu,63
35,0.048519,20.01,6.036,Eu,63
36,0.05,18.5,5.927,Eu,63
37,0.06,11.55,4.863,Eu,63
38,0.08,5.455,2.953,Eu,63
39,0.1,3.04,1.841,Eu,63
40,0.15,1.076,0.7088,Eu,63
41,0.2,0.5425,0.3518,Eu,63
42,0.3,0.238,0.1385,Eu,63
43,0.4,0.1509,0.07927,Eu,63
44,0.5,0.1139,0.05598,Eu,63
45,0.6,0.09404,0.04462,Eu,63
46,0.8,0.07312,0.03406,Eu,63
47,1.0,0.06186,0.02912,Eu,63
48,1.25,0.05331,0.02557,Eu,63
49,1.5,0.04822,0.02353,Eu,63
50,2.0,0.04285,0.02173,Eu,63
51,3.0,0.03913,0.02158,Eu,63
52,4.0,0.03845,0.02269,Eu,63
53,5.0,0.03885,0.02404,Eu,63
54,6.0,0.03967,0.02532,Eu,63
55,8.0,0.04185,0.02758,Eu,63
56,10.0,0.04422,0.02938,Eu,63
57,15.0,0.0498,0.03228,Eu,63
58,20.0,0.05423,0.03351,Eu,63
0,0.001,2291.0,2281.0,Gd,64
1,0.00108867,1960.0,1949.0,Gd,64
2,0.0011852,1668.0,1658.0,Gd,64
3,0.0011852,1931.0,1919.0,Gd,64
4,0.00120109,2527.0,2510.0,Gd,64
5,0.0012172,3961.0,3934.0,Gd,64
6,0.0012172,4764.0,4731.0,Gd,64
7,0.0015,5041.0,5008.0,Gd,64
8,0.001544,4701.0,4670.0,Gd,64
9,0.001544,5432.0,5395.0,Gd,64
10,0.00161454,4900.0,4867.0,Gd,64
11,0.0016883,4421.0,4391.0,Gd,64
12,0.0016883,4694.0,4662.0,Gd,64
13,0.00178195,4164.0,4136.0,Gd,64
14,0.0018808,3691.0,3666.0,Gd,64
15,0.0018808,3854.0,3829.0,Gd,64
16,0.002,3360.0,3337.0,Gd,64
17,0.003,1292.0,1280.0,Gd,64
18,0.004,638.0,629.6,Gd,64
19,0.005,365.3,358.4,Gd,64
20,0.006,230.5,224.6,Gd,64
21,0.0072428,142.9,137.9,Gd,64
22,0.0072428,384.4,345.2,Gd,64
23,0.00757876,342.7,308.8,Gd,64
24,0.0079303,304.9,275.5,Gd,64
25,0.0079303,414.9,366.5,Gd,64
26,0.008,406.8,359.5,Gd,64
27,0.0083756,363.1,322.3,Gd,64
28,0.0083756,419.0,370.2,Gd,64
29,0.01,269.3,241.6,Gd,64
30,0.015,93.35,85.38,Gd,64
31,0.02,43.63,39.94,Gd,64
32,0.03,14.84,13.33,Gd,64
33,0.04,6.92,6.033,Gd,64
34,0.05,3.859,3.242,Gd,64
35,0.0502391,3.812,3.199,Gd,64
36,0.0502391,18.64,5.585,Gd,64
37,0.06,11.75,4.722,Gd,64
38,0.08,5.573,2.937,Gd,64
39,0.1,3.109,1.849,Gd,64
40,0.15,1.1,0.7197,Gd,64
41,0.2,0.5534,0.3584,Gd,64
42,0.3,0.241,0.1409,Gd,64
43,0.4,0.1517,0.08039,Gd,64
44,0.5,0.1139,0.0565,Gd,64
45,0.6,0.09371,0.04483,Gd,64
46,0.8,0.07252,0.03399,Gd,64
47,1.0,0.0612,0.02893,Gd,64
48,1.25,0.05262,0.0253,Gd,64
49,1.5,0.04759,0.02325,Gd,64
50,2.0,0.04228,0.02144,Gd,64
51,3.0,0.03865,0.02129,Gd,64
52,4.0,0.03802,0.02241,Gd,64
53,5.0,0.03844,0.02374,Gd,64
54,6.0,0.03928,0.02502,Gd,64
55,8.0,0.04147,0.02725,Gd,64
56,10.0,0.04384,0.02902,Gd,64
57,15.0,0.04943,0.03188,Gd,64
58,20.0,0.05385,0.03306,Gd,64
0,0.001,2396.0,2386.0,Tb,65
1,0.00111409,1956.0,1946.0,Tb,65
2,0.0012412,1591.0,1581.0,Tb,65
3,0.0012412,2337.0,2321.0,Tb,65
4,0.00125799,3515.0,3488.0,Tb,65
5,0.001275,5023.0,4984.0,Tb,65
6,0.001275,5928.0,5881.0,Tb,65
7,0.0015,5314.0,5274.0,Tb,65
8,0.0016113,4464.0,4431.0,Tb,65
9,0.0016113,5164.0,5125.0,Tb,65
10,0.00168769,4635.0,4601.0,Tb,65
11,0.0017677,4166.0,4135.0,Tb,65
12,0.0017677,4424.0,4391.0,Tb,65
13,0.00186493,3929.0,3899.0,Tb,65
14,0.0019675,3482.0,3456.0,Tb,65
15,0.0019675,3638.0,3611.0,Tb,65
16,0.002,3507.0,3481.0,Tb,65
17,0.003,1354.0,1342.0,Tb,65
18,0.004,669.7,660.7,Tb,65
19,0.005,383.8,376.5,Tb,65
20,0.006,242.3,236.2,Tb,65
21,0.007514,136.8,131.8,Tb,65
22,0.007514,365.8,326.6,Tb,65
23,0.008,313.3,281.0,Tb,65
24,0.0082516,288.1,259.0,Tb,65
25,0.0082516,392.5,344.3,Tb,65
26,0.00847673,368.4,323.9,Tb,65
27,0.008708,344.1,303.3,Tb,65
28,0.008708,397.0,348.3,Tb,65
29,0.01,281.5,250.2,Tb,65
30,0.015,98.02,89.14,Tb,65
31,0.02,45.88,41.84,Tb,65
32,0.03,15.63,14.02,Tb,65
33,0.04,7.288,6.357,Tb,65
34,0.05,4.064,3.422,Tb,65
35,0.0519957,3.672,3.068,Tb,65
36,0.0519957,17.77,5.291,Tb,65
37,0.06,12.23,4.673,Tb,65
38,0.08,5.826,2.986,Tb,65
39,0.1,3.253,1.899,Tb,65
40,0.15,1.151,0.7474,Tb,65
41,0.2,0.5775,0.3736,Tb,65
42,0.3,0.2498,0.147,Tb,65
43,0.4,0.1562,0.08354,Tb,65
44,0.5,0.1167,0.05842,Tb,65
45,0.6,0.09562,0.04614,Tb,65
46,0.8,0.07365,0.03474,Tb,65
47,1.0,0.06196,0.02942,Tb,65
48,1.25,0.05321,0.02565,Tb,65
49,1.5,0.04808,0.02352,Tb,65
50,2.0,0.04272,0.02166,Tb,65
51,3.0,0.03908,0.02151,Tb,65
52,4.0,0.03848,0.02266,Tb,65
53,5.0,0.03894,0.02402,Tb,65
54,6.0,0.03981,0.02532,Tb,65
55,8.0,0.04206,0.02758,Tb,65
56,10.0,0.04449,0.02937,Tb,65
57,15.0,0.05017,0.03224,Tb,65
58,20.0,0.0547,0.03343,Tb,65
0,0.001,2494.0,2483.0,Dy,66
1,0.00113794,1953.0,1943.0,Dy,66
2,0.0012949,1521.0,1511.0,Dy,66
3,0.0012949,2173.0,2156.0,Dy,66
4,0.00131356,3293.0,3265.0,Dy,66
5,0.0013325,4745.0,4704.0,Dy,66
6,0.0013325,5551.0,5502.0,Dy,66
7,0.0015,5550.0,5503.0,Dy,66
8,0.0016756,4229.0,4194.0,Dy,66
9,0.0016756,4896.0,4855.0,Dy,66
10,0.00175674,4382.0,4345.0,Dy,66
11,0.0018418,3924.0,3892.0,Dy,66
12,0.0018418,4168.0,4133.0,Dy,66
13,0.002,3467.0,3438.0,Dy,66
14,0.0020468,3286.0,3259.0,Dy,66
15,0.0020468,3433.0,3404.0,Dy,66
16,0.003,1405.0,1391.0,Dy,66
17,0.004,695.3,685.8,Dy,66
18,0.005,398.8,391.3,Dy,66
19,0.006,252.0,245.6,Dy,66
20,0.0077901,129.9,124.9,Dy,66
21,0.0077901,343.7,305.1,Dy,66
22,0.008,326.9,290.6,Dy,66
23,0.0085806,269.5,241.0,Dy,66
24,0.0085806,367.2,319.8,Dy,66
25,0.00881013,345.2,301.3,Dy,66
26,0.0090458,322.8,282.6,Dy,66
27,0.0090458,372.5,324.5,Dy,66
28,0.01,290.2,255.4,Dy,66
29,0.015,101.6,91.87,Dy,66
30,0.02,47.65,43.28,Dy,66
31,0.03,16.25,14.56,Dy,66
32,0.04,7.582,6.616,Dy,66
33,0.05,4.227,3.566,Dy,66
34,0.0537885,3.5,2.911,Dy,66
35,0.0537885,16.76,4.961,Dy,66
36,0.06,12.59,4.554,Dy,66
37,0.08,6.012,2.993,Dy,66
38,0.1,3.36,1.925,Dy,66
39,0.15,1.189,0.766,Dy,66
40,0.2,0.5953,0.3846,Dy,66
41,0.3,0.2558,0.1514,Dy,66
42,0.4,0.159,0.08578,Dy,66
43,0.5,0.1181,0.05971,Dy,66
44,0.6,0.09644,0.04694,Dy,66
45,0.8,0.07393,0.03509,Dy,66
46,1.0,0.06204,0.02958,Dy,66
47,1.25,0.05318,0.0257,Dy,66
48,1.5,0.04801,0.02352,Dy,66
49,2.0,0.04265,0.02163,Dy,66
50,3.0,0.03905,0.02149,Dy,66
51,4.0,0.03848,0.02264,Dy,66
52,5.0,0.03896,0.02401,Dy,66
53,6.0,0.03986,0.02532,Dy,66
54,8.0,0.04214,0.02758,Dy,66
55,10.0,0.0446,0.02938,Dy,66
56,15.0,0.05033,0.03223,Dy,66
57,20.0,0.05492,0.03342,Dy,66
0,0.001,2616.0,2605.0,Ho,67
1,0.0011625,1961.0,1951.0,Ho,67
2,0.0013514,1462.0,1452.0,Ho,67
3,0.0013514,2108.0,2091.0,Ho,67
4,0.0013713,3193.0,3164.0,Ho,67
5,0.0013915,4528.0,4485.0,Ho,67
6,0.0013915,5239.0,5187.0,Ho,67
7,0.0015,5847.0,5790.0,Ho,67
8,0.0017412,4038.0,4001.0,Ho,67
9,0.0017412,4677.0,4633.0,Ho,67
10,0.00182975,4161.0,4122.0,Ho,67
11,0.0019228,3703.0,3669.0,Ho,67
12,0.0019228,3934.0,3898.0,Ho,67
13,0.002,3590.0,3558.0,Ho,67
14,0.0021283,3127.0,3099.0,Ho,67
15,0.0021283,3266.0,3236.0,Ho,67
16,0.003,1465.0,1450.0,Ho,67
17,0.004,726.4,716.4,Ho,67
18,0.005,417.0,409.1,Ho,67
19,0.006,263.6,257.0,Ho,67
20,0.008,127.1,122.0,Ho,67
21,0.0080711,124.2,119.2,Ho,67
22,0.0080711,328.3,289.7,Ho,67
23,0.00848389,288.9,256.0,Ho,67
24,0.0089178,254.0,226.0,Ho,67
25,0.0089178,346.3,299.4,Ho,67
26,0.0091529,325.9,282.5,Ho,67
27,0.0093942,305.1,265.2,Ho,67
28,0.0093942,352.0,304.4,Ho,67
29,0.01,301.2,262.3,Ho,67
30,0.015,106.0,95.21,Ho,67
31,0.02,49.8,45.04,Ho,67
32,0.03,17.01,15.21,Ho,67
33,0.04,7.94,6.928,Ho,67
34,0.05,4.425,3.74,Ho,67
35,0.0556177,3.361,2.783,Ho,67
36,0.0556177,15.92,4.697,Ho,67
37,0.06,13.09,4.466,Ho,67
38,0.08,6.244,3.015,Ho,67
39,0.1,3.492,1.961,Ho,67
40,0.15,1.236,0.7901,Ho,67
41,0.2,0.6178,0.3984,Ho,67
42,0.3,0.2639,0.157,Ho,67
